id,age,income,debt,credit_score,delinquent
777,48,31921.24,12531.44,664,0
778,35,44346.84,10812.08,776,0
779,59,42235.11,23997.27,644,0
780,40,32318.38,16090.06,660,0
781,41,36360.80,26491.41,762,1
782,46,36132.12,3694.78,711,0
783,39,47820.95,22367.35,619,0
784,32,25594.34,16061.95,679,1
785,24,42557.35,9331.72,671,1
786,40,63906.58,22099.77,682,0
787,30,43188.32,4752.56,641,0
788,53,38563.48,10488.98,660,0
789,20,37350.88,11081.37,742,0
790,22,33345.88,17568.53,658,0
791,26,59742.86,12691.70,669,0
792,49,42594.58,8920.01,640,1
793,44,20000.00,18000.00,820,1
794,46,52433.62,27629.01,784,0
795,24,22461.89,12122.21,734,0
796,37,63806.58,8895.05,699,0
797,50,31530.23,7182.50,547,0
798,53,39389.64,21046.47,616,0
799,55,43111.19,14810.35,850,0
800,18,28738.80,0.00,634,0
801,49,53816.20,3089.24,784,0
802,31,40938.88,8604.24,643,0
803,39,38976.62,15028.04,641,0
804,54,42926.63,38397.82,707,1
805,23,35865.19,22895.60,653,1
806,18,36909.07,20548.48,613,1
807,38,32802.25,7988.14,724,0
808,28,49207.25,20951.51,609,0
809,22,33697.99,14553.53,602,0
810,59,39215.30,13254.85,656,0
811,34,41638.33,8713.10,683,0
812,54,40164.71,13058.38,739,0
813,47,45532.52,15688.38,678,0
814,31,55120.47,17584.76,640,0
815,30,36145.84,17058.09,799,0
816,59,54803.60,9902.35,633,0
817,36,46790.33,12136.99,549,0
818,52,48898.22,15956.03,622,1
819,32,42047.43,21186.03,639,0
820,46,49586.33,12529.20,696,0
821,49,36791.13,20503.48,575,0
822,39,60624.05,12712.74,726,0
823,48,26232.10,4359.92,691,0
824,52,34410.16,17150.41,539,0
825,46,45663.06,23296.51,613,0
826,30,32326.76,29094.09,624,1
827,20,39605.76,17198.77,634,0
828,27,44256.06,10684.92,605,0
829,23,39042.08,15553.15,665,0
830,51,47774.59,13426.05,620,0
831,27,28320.72,10672.38,584,0
832,51,29726.47,16033.88,717,0
833,23,40373.00,34033.62,641,1
834,43,39809.10,7507.30,709,1
835,43,46837.19,22352.57,697,0
836,24,44607.83,29180.83,670,1
837,18,54771.59,3221.75,607,0
838,41,39305.77,5549.79,636,0
839,21,22672.40,13692.15,604,1
840,24,35296.53,13283.97,535,0
841,52,46190.92,23243.73,510,0
842,51,50238.54,19385.51,630,1
843,51,44882.54,18922.49,536,0
844,26,57063.68,12560.70,540,0
845,34,40228.21,15370.37,521,1
846,41,31195.03,22947.20,599,1
847,19,39717.89,11943.01,719,0
848,29,20000.00,15547.57,724,1
849,38,26823.23,7986.46,649,0
850,22,36792.48,28633.21,635,1
851,43,40173.81,11287.90,733,0
852,26,50935.63,21583.38,581,0
853,40,48909.84,4285.22,539,0
854,29,28076.92,25269.22,689,1
855,33,40110.33,12502.35,737,0
856,37,48044.32,0.00,639,0
857,27,43831.92,9555.50,705,1
858,18,45728.12,21501.75,602,0
859,35,46923.81,15642.25,583,0
860,59,34905.43,13239.31,659,0
861,32,20921.17,18829.06,680,1
862,42,53602.02,17859.11,743,0
863,40,45872.10,9179.63,619,0
864,31,49309.60,11677.21,715,0
865,48,38540.48,18681.43,643,0
866,35,48656.04,22504.74,587,0
867,31,36392.97,24262.21,495,1
868,25,39561.68,10243.47,613,0
869,23,49182.06,8370.97,700,0
870,49,37102.72,14099.80,512,0
871,54,46347.52,14901.09,619,0
872,41,36222.58,14514.39,798,0
873,59,35888.72,23304.84,572,1
874,34,44248.10,18442.05,619,0
875,38,45455.45,5695.28,586,0
876,30,51641.51,4416.12,586,0
877,38,28138.71,4455.95,669,0
878,47,34092.39,17563.79,625,0
879,27,36489.60,19033.16,644,0
880,49,35366.26,15002.76,541,0
881,29,47847.67,8589.29,579,0
882,21,51392.94,10362.65,775,0
883,40,47535.10,15138.01,543,0
884,22,49528.24,10562.34,593,0
885,40,58092.32,19858.22,667,0
886,58,30565.89,17264.59,694,0
887,41,60300.94,11137.02,596,0
888,44,60273.28,1208.60,724,0
889,53,38663.00,0.00,838,0
890,58,33341.05,16117.16,586,0
891,55,48001.90,3637.36,567,0
892,18,54396.82,10298.23,641,0
893,40,38539.05,14641.20,597,1
894,53,37989.17,10787.97,688,0
895,21,29888.97,15498.68,489,1
896,54,27410.06,15372.35,529,0
897,45,36253.26,18926.64,702,0
898,47,40660.36,19371.40,752,0
899,42,22355.32,13006.23,794,0
900,41,36213.90,32592.51,725,1
901,27,45050.33,22308.00,710,0
902,36,28213.37,17963.48,558,1
903,56,36536.96,6810.74,584,0
904,58,41182.29,10251.04,511,1
905,55,31948.78,10902.63,598,0
906,35,37685.45,5132.48,545,0
907,24,30457.46,10438.48,724,0
908,50,43057.58,21008.40,687,0
909,26,40796.30,8989.25,557,0
910,34,44572.58,18223.73,703,0
911,48,53058.08,12980.47,703,0
912,45,44890.02,23682.90,614,0
913,32,38139.87,12325.86,516,0
914,56,31485.44,23100.27,620,0
915,54,26772.30,24095.07,628,0
916,33,37095.49,10913.58,642,0
917,32,46833.99,15490.80,608,1
918,24,23246.44,14495.83,600,1
919,20,33073.64,12235.19,637,0
920,42,33149.38,21222.56,597,1
921,47,48215.20,8999.24,725,0
922,22,33198.26,19120.85,679,1
923,18,32018.22,27607.33,706,1
924,19,45150.83,29564.76,676,1
925,49,26105.85,11313.96,656,0
926,47,56083.19,6596.82,682,0
927,53,42065.33,27011.60,641,0
928,42,33178.03,12748.03,593,0
929,31,20000.00,9638.95,597,0
930,40,20000.00,8428.84,549,0
931,24,43038.97,0.00,634,0
932,18,38094.60,24704.07,632,1
933,42,20000.00,13000.95,673,0
934,18,67501.23,13920.11,600,0
935,31,35043.25,14149.27,758,0
936,42,44697.05,17271.17,709,0
937,29,26452.12,21820.61,603,0
938,18,35936.68,13112.17,664,0
939,42,31835.30,12105.45,635,0
940,53,40729.42,1786.86,659,0
941,54,56505.87,10652.15,525,1
942,34,52371.76,11401.79,716,0
943,40,58089.65,5725.24,589,0
944,29,42613.47,14812.29,645,1
945,27,42546.06,19400.07,644,0
946,52,27579.44,15593.07,597,0
947,36,57048.22,680.50,548,1
948,35,30536.21,22994.07,582,0
949,22,50835.31,21010.88,637,0
950,48,29761.28,17051.42,735,0
951,31,36532.99,22086.63,646,0
952,30,45449.61,5250.44,595,0
953,45,37786.62,9881.63,488,1
954,41,25383.11,18209.24,486,1
955,48,29561.90,16621.07,595,0
956,18,53663.94,6667.70,752,0
957,31,61688.48,10939.86,551,0
958,25,50593.41,26207.71,602,0
959,35,35733.20,17760.28,635,0
960,44,31507.95,14039.23,640,0
961,45,43774.89,23186.82,558,0
962,30,20000.00,18000.00,608,1
963,21,38406.34,13393.60,675,0
964,48,39235.55,11380.75,579,0
965,41,40077.93,6492.58,727,0
966,22,45739.59,18394.48,668,0
967,21,31624.63,8451.57,488,0
968,52,53363.19,19796.08,710,1
969,56,33594.75,16267.02,709,0
970,18,53794.95,29934.34,567,0
971,52,25549.32,5828.57,763,0
972,31,50829.92,13801.00,701,0
973,28,40925.56,10243.10,457,1
974,51,54115.54,16907.23,662,0
975,29,28223.65,10363.93,676,0
976,19,35688.88,22751.30,443,1
977,20,39567.28,18902.92,704,0
978,35,43563.86,20379.85,692,1
979,38,20000.00,18000.00,610,1
980,26,45658.27,13013.04,648,1
981,53,45963.38,5890.29,529,0
982,47,24825.34,22342.81,705,0
983,30,39088.73,15415.57,704,0
984,30,31089.11,3966.19,663,0
985,27,31835.68,16809.85,595,0
986,31,36683.77,16258.51,501,0
987,38,31783.16,20662.06,540,1
988,54,32287.93,19930.58,638,0
989,22,46729.18,13447.10,487,1
990,43,37423.86,10582.50,569,1
991,54,24511.52,10628.30,790,0
992,28,39043.49,13166.98,709,0
993,40,38955.76,2325.74,630,0
994,30,31439.90,15650.14,645,0
995,44,31371.26,15372.03,636,0
996,23,52690.88,15381.00,727,0
997,54,26450.28,3855.36,599,1
998,53,32102.53,16112.80,614,0
999,43,43917.55,17651.47,647,0
1000,45,42721.59,5812.71,548,0
